pano_id,lat,lng
MXOSVloEMO6IsfWpZD7ijw,28.60230877703812,-81.19957612038785
tBzaUaum4gVG_BJQez4TzQ,28.60026417135598,-81.19806764342485
R5KUXgrKtUkzdf1lbf0haw,28.597336752030092,-81.19854625590592
7rTjc5UdJQmvH50PWaY9kA,28.603902279323535,-81.20339973411596
z8bsqhAcwxPXIk715wg4IA,28.601233339939846,-81.20555634560866
p74KwaxBjmOAGKygLn9qrA,28.603002556116778,-81.1990357963951
kaijBX_Bo0C8ChzRDb4jug,28.59791321713291,-81.19920900991218
TZauLfohynihk5l8_FLcBQ,28.60013784657306,-81.2002033825458
zTPjexV6BlPmI7a93wKK8A,28.601656314944133,-81.20254085633445
NBxQJBA1KichLiEf2Vnghg,28.59825610739053,-81.19941198875473
gdAziHdopU9sI9lsQN_ZtA,28.59927981659797,-81.19898240282998
EuM4X8qvpvAeXf31mbGgXQ,28.597406979764425,-81.1997083839971
S5YZqi6pNdBdS1ai9Ghkuw,28.60037740835998,-81.1978697902833
-_QEigCEcEl6gLDFqJOJYQ,28.60053521928087,-81.20561494743012
8XPvHfhgWTS5XupQsM_-xQ,28.60540888084962,-81.20424397268916
x02zbZ290suqlHqTiLLilQ,28.60565920712067,-81.20349793901593
2Fpmf1IaYJTBE2mt1WyGWw,28.603438545839154,-81.2002136406783
rXyNWF9SG7D8TsgcX-qoRw,28.60335932308359,-81.20011854269288
qQZSooStUEaY4dSuOybG5Q,28.604406760950784,-81.19926425317095
Oe5WjxcVIaSS9NahIZDrGw,28.601224988998606,-81.19861932561186
PYnApRsPWke9y-H0zGZW-w,28.596301346673975,-81.2005080148697
ZarOTHY4SsLXyCi1a3AaQQ,28.59891654723163,-81.20281706035993
_u71Z55hQDlsgNRI5xabGA,28.60422101993566,-81.19585019627026
HfkkXAfF99Ci8O8DX_49jg,28.603312742001215,-81.20553919384766
tLWpUj75DuIGZHQrykSFwQ,28.599610083899222,-81.19473215707781
mogXSPgt_ElZUMD0b2T2oA,28.606056704229626,-81.19703103198259
fOwMUzvroqegdzBkw3ZtGg,28.604295495083853,-81.19731717781418
EuvlxOUGhlWDWEcRFzqP_w,28.605235731474323,-81.19645671906015
LddSSF1kMrKY_w_aTRV0kg,28.604426415496047,-81.19746163775349
tRV_8mcK82s151fcRXtUxg,28.60519816169209,-81.19592301625414
JvfYEKeyR5RlsDV9uyrTKw,28.601233927226343,-81.19449637118264
k860JA24V8QEv-CEcnoclQ,28.59901963320232,-81.19580150942996
OBxNmJEY4mXCkNS1zlYKLg,28.60359459484768,-81.19753210181713
8l7JcD_GydUjqUXBmZnJjQ,28.599382844862603,-81.19522315115424
tJB_Vodqj8muu3dEN0WZZg,28.59704263740797,-81.20351492306992
3tmpiX2sGocOgUn3o4S9Zg,28.605162019461424,-81.20241473544748
2pIzRhLD63nz_ZnaJY2LBA,28.60480837927634,-81.19601971705082
CNnzkgVY2UWaqMN71zDHSg,28.597271054485613,-81.19973814958436
GkeAIU9B9q007BcG0Lor4Q,28.605568194137962,-81.19774240050931
15pKGmVWL7wMGA2PPlvWYg,28.59825700569964,-81.20217350765918
slRYNx_mRL1F-sMm5LBZcQ,28.604570819097468,-81.20298168926209
Buk_Qn8GFJ5V5ggQsEy2Pw,28.60058686082263,-81.20337921869304
6zefUxBjxsdyHEjbbuEdcA,28.597716827680273,-81.19967769347852
ocTCgW-5tzduCihGRAUVGw,28.604124020375174,-81.20585061542664
cS9j2ejMUPkVJHgfz1_lHw,28.604272943102536,-81.20150472512383
dGX7UQ3qXyupvu-pAE7WXA,28.597179490455414,-81.20338939232558
4VhnIxWOcOnRQKV16mMRnA,28.60264884656131,-81.19802593706727
Kxb6qcD-yNqyTm-aKdiGFg,28.603212606296538,-81.20646975547345
51PDPpkUZeHUsrgWbDs0TQ,28.598782324179233,-81.19931882371819
qG-0gwdkSw9fYfSbpAzAiQ,28.601121700521652,-81.19609472315094
R1dLCCJDZjE-mouD-51SXQ,28.603604199036877,-81.20556803234561
RNIwbF3gDGEbCYETwo_MiQ,28.602632527209156,-81.20268320452898
wmLF7LTqlA_c9eCJlmZuUQ,28.601999263448242,-81.20166826375491
4ZrP5DjvEuUkWMi2tMAg4Q,28.59931063925808,-81.20506499659832
FXLaNOU0wCh0lIusWxMQqA,28.6005891860693,-81.19696199693531
UNyD1AQb0vmNViK0SQ3Hlg,28.60548857758275,-81.19662102512423
LSuB8ahcbc-08CCWiDHcew,28.59975763170127,-81.20338275003672
lRsMGoNCGGaTLFPYc2ftcQ,28.599945865877867,-81.1999579437081
N0In8El_akC_nXJjL_SiVA,28.59923362431903,-81.20387116694818
rc9Wog3Rl44JMG5XpF77Aw,28.59929142493268,-81.2016558196964
baIV1PAyVQtdzzhoioxRrA,28.59915204795854,-81.20621449953005
DHUtEW4QwBde1-cZIeuDKw,28.599368547817875,-81.20498445003957
gwpjTe7G2U0OZOxdoy6EkQ,28.598717965946793,-81.20559771160488
IMRIzLTK9wec0VmRhCsPzA,28.596893958188826,-81.20137019437168
NTmX9tu3JIlhexCakc1cvQ,28.60234265135485,-81.20083240535725
iEuDEBzJPvAATzL42qAuGA,28.599539752965622,-81.19843719777025
ehCZdCWcDzqba73updQ68w,28.59985789162199,-81.20669432283616
ZVGOUH6aqZcZ66Djg4Oi1g,28.60032961900835,-81.20203939847336
ixWH8luU-Q5kkjib2enPbA,28.606112780066105,-81.19903638498536
hhmFPvv6rSOdtankARa-qQ,28.60610017017552,-81.20347515347233
EB7zVim0DT3Q5og3YAEr_Q,28.597187022756916,-81.20290769878754
Gk8nYvrPgmm1QcE0PP-INw,28.604272949942263,-81.19666962736305
tGE-LY5xzgrb_Q0yvt2Z8g,28.599315916811843,-81.19862378210492
U3RenwTS_1fgwRomoCpRbA,28.602266721245304,-81.20574661219298
NvZU4TKNJYGJqbZOWy37kA,28.60475506085156,-81.20588382580733
J9MIuvRZoqTWT2EXUso2fA,28.60645202759246,-81.19881179542817
0_gxC6ItCWzhskiSV-iGgA,28.600212860262197,-81.19790207914326
QeYgc-Ot7kfM0uA8yAfvJQ,28.60598301713801,-81.20318247214837
F53JRvoTkE20kmXgVynWlw,28.60264597201684,-81.20502859090938
JB0hPdL7jBXfp_7yMJLzAQ,28.59829293386598,-81.20442339637343
0jl6jpv1Lu_C31lzuXB4og,28.60558517216533,-81.20181002498312
MnpEyTzddMIXlMDeDqpFHQ,28.606260935389255,-81.19960992204372
QANDj0ve7AL9CbagRd8lgA,28.601326390643255,-81.1944977166106
ApytdOIZLA4gppl1RJy3VA,28.60386688675806,-81.20647051215977
GtUbsm5aX38AsWNlGDozMA,28.597100514976848,-81.1980781540961
6k_DtnD3vSmZV4JKMklAvA,28.606488214901205,-81.19856181160283
v_Esxu0rUjuLKcyT4MkYpw,28.598715271278014,-81.20616481028121
FCk61GSCS94KZHnensIBgw,28.599624840740127,-81.19493170000176
J_DIUNXSIsIpxkENioEkrA,28.60441934207998,-81.19637885434523
hloTa4HNnsY13lE3rzTEyg,28.598755720344922,-81.20001890409492
5GJQaotvR13q47UXK7T8Pw,28.603196573510708,-81.19836395972254
HSdRj-6hGs7r0vWo05l5Gw,28.598871239123387,-81.2013995389119
Yg-mGiSLqpAfayvQD26TfA,28.602752421462302,-81.19902309966089
9jaxIJrtq6fY_VYlV0uIzQ,28.60063798340655,-81.20436084195899
Zd43CliFNNHMRJtwKsLYGw,28.602492119365756,-81.20464141156556
B_R6vb_R_TrlwOS4WNumMw,28.605350240090218,-81.19873426941722
MA4-KIc_mHHxwKGJxSSswg,28.604915896357763,-81.20508147584219
wytFcmzv5FJ3-d4oZU8UGQ,28.6006882979195,-81.20307720413385
mvU-2lJgVe3KQIy5B-GDTQ,28.59914157306291,-81.198601920061
74JODVqX1XV4xTcRwGtfxQ,28.601669301638037,-81.19776855116646
5AXtp7JT7F87o9cYvt_p2Q,28.606022630831653,-81.19789821120763
THz8eQ9cscQN40SP-u5uBw,28.599625281965412,-81.20642830586658
zjm57c01Rys5z1m9BuIcNg,28.59791768583712,-81.19969711679443
6KqWZc3FdK0rrCuT6GTRkg,28.600878294073723,-81.20077918119462
Z3a0oHeBPF83n-LTPU9gbQ,28.605083940480014,-81.19891143557786
RS9kZaKH3j4UfiLfvnHhtg,28.603425271559797,-81.19534743379954
31zTsCV5xKQPbHNIOzM9ew,28.604108783538596,-81.19879590344308
JzqhNVQxgLwCCC5yryixkg,28.59824767744389,-81.2038714191854
Dq5Qv8zCi4bG71mV_Rufzg,28.601749138139503,-81.20588290096147
sAY3NVlmiPLIyi4wq4GMtQ,28.599061408252997,-81.20132933060947
V_4vM2yYYthCs42E2mTFxA,28.602322956848088,-81.19951852300494
MCTeepJ59hvpKygfFeg4VQ,28.601093716923877,-81.20147865980884
oyfQf760pHZ1JdpphvrXPg,28.598200873043986,-81.20061547252219
uMUHVrpPOfAjCG9jZCED-g,28.603880843113945,-81.1988446724875
g-aH--yn5dD1yjq-zPYsGA,28.596328914145108,-81.20030049841803
maqbRdzed5ovAG0BO7ZlYQ,28.603410080503178,-81.20332599627962
F7Usegrwa3TkxZGkg4Efvg,28.604235323156548,-81.19777258727996
DjBSHX3BCVdY1JTqdCbo3g,28.599839513785803,-81.198479576586
4mnEIFaMrjwHZGoGah6F4A,28.604143695022216,-81.19719113251335
wMSFZN-0bH1bXcKemnY9hg,28.596605133912558,-81.19861268291417
n5yXkmNjY3MMEBVwRtU7Eg,28.604768120147558,-81.19625457335313
gZlgAshSdiVWkWNgzIwxVg,28.59845473153096,-81.19670998906072
yXTosXP1cp7n3l0eU7laVA,28.596387400460195,-81.19818057000218
Eix19M4DeC813F4hx7oTIw,28.605928181506147,-81.19685285248424
CuPmu7ipWxsYNRyvCfnpMg,28.60451261454931,-81.2063397734677
SpZUl__4Szl5cO3t0-IXdw,28.598385730082377,-81.19681812467213
93URuETSJBL7Pl28vbzMGw,28.598092043433066,-81.2066786846957
19w69LQ2aTQgcVnQAAed1Q,28.60329714904382,-81.19520936064546
qz_0zkKn366pD2y4NBVZvw,28.60046402088162,-81.20092867961858
PhCHfcbonlnMjt-tCYW_Rw,28.603236808628672,-81.19778671367557
7l5x4TN9eXSmoSPwyUSVrA,28.60575516431027,-81.2006778617951
9lqCxxOmUUVLz2nFxhunPg,28.604988856415634,-81.20374824323662
C_O2qpPK6Eur7lQQYKOmFA,28.605494977673505,-81.20342647142127
zYfGycMORUruu2mytRppww,28.605180198609514,-81.19944200670746
6kgc51dhVSFExyhY1_fhzw,28.603416224127766,-81.2003768457023
V5Wu0v17OS301ZNLZisIHA,28.59911979162634,-81.19744482054506
WBh0VSdKounfy0X7SRRFQQ,28.604403070543665,-81.1986647313783
tSpDdJuusOqq7IelY8MudA,28.60627613591001,-81.19847158851734
70cnwXC7PpKgS26WMetPHg,28.601123184368582,-81.20408783843274
wIAYpB3DBD4C4mYoCvzCRw,28.60255351263405,-81.20196406180071
VsfySk_AxEgebr2i0KP85g,28.603532026124107,-81.19905530395616
a6K20PpLHm9XZtk9IA0zDQ,28.60080505708243,-81.19898307550504
KMJaMTUdRZAMVJHE88nxHA,28.60586282522047,-81.19761929890507
bZCP6Zg-eF_IYv7Cata3CA,28.599516579549732,-81.2037963365314
0OWzaQzsgs3DWqQy8W8Xzg,28.59953806447868,-81.2032345175436
mJpl8g3EyQ5hnisYRbjOzw,28.600315251776586,-81.19884172952878
5-iLbEj5YqjiGSsb8r55Jw,28.600143753656763,-81.19740202073316
88VhmYOULg-8_cOfAefUsg,28.604471979352375,-81.19862983620831
JV5h1EgJzNnt_B6fD_uzBw,28.600078285173208,-81.20202056431206
yEWQTarfZ9JXXHI_leHg1g,28.601378509609862,-81.20105749355237
JOFrWeKWLowH8S_Y9AOYoA,28.599641792340158,-81.19992801003855
wyfsrq7_v4DJLqGaWtXK_Q,28.60485123444718,-81.20428004243226
ob_lhUBI2kpmF19iAxR2dw,28.60088101112001,-81.19841449482371
cCaFpxPQdd23f5jjTjVhYA,28.600044768229278,-81.1990687574437
mNs1_5m6qoF9asBVRZOobA,28.604403049385066,-81.20454354442832
KVTI2CaJYy2XjfWLks4Jdw,28.601297537948657,-81.1986892000303
EbxoIYFGQmtp9cEOWfRxyQ,28.602922528351197,-81.20519767122755
jzTO9Bolf8_fOgQs7oL1VQ,28.597239426812735,-81.19870097188763
dOKr9RGyfqW9fY9hMAWZng,28.60498798821771,-81.20246140019958
XoK1t_7_vaJQi3G5ffhcjw,28.60571243036776,-81.20279015468384
NQRJkf1cWlinsY7dXMNnrA,28.59761095003246,-81.19794059031803
J_zCgrphFXKczdh5ewlplA,28.60143795335685,-81.19554394796819
9Oxv1GmKMkfW7bVvt3eJOA,28.603290440217748,-81.20188183039362
0HNpFktIrYx_nyjo0VKTBg,28.598408032729218,-81.20526039312145
iVFWAw6d77FtZY8nohxeQw,28.60296213616701,-81.20150514553207
55ClxVq9703h_nyPGoVRmQ,28.604529399676526,-81.20630454544799
jDzMZKw23ciRF-8N8iKq_A,28.602283466595935,-81.19761164709125
eomnGOQyhIx-Wiq3HFNCug,28.59806519862928,-81.20377338291716
QH4kxZ-2rTMSpwNiRTwzCw,28.597020188759682,-81.19850631558877
4VwX9w7dI1QJxtrrL3abvA,28.6065669142563,-81.19852674821676
J3aNjzLGB8tSnM9cLDmuiQ,28.60249946908537,-81.2057200438425
4Wdri1svvL52sIcY8v_nag,28.598430944589186,-81.20397071651419
ZCbaHF2F8jvv7Gz1aAZb3Q,28.596315952263218,-81.20040534979024
nCnnmg6GznfFYQdRbJ-s1g,28.597936529909795,-81.20181271558519
70bg91Lp7vVoGb7zhf6GIQ,28.60564194901823,-81.20151262879826
r-A5IJHCNUfOORv2UjK2HA,28.600480461817575,-81.2065942723132
4xxC1etev-FWjf0cG7fQ9g,28.602407370316786,-81.20346052363635
_U5Fp_uqDj83lwDhnDijuQ,28.599419583560454,-81.19714707126582
kVfx9iqkc1KbGli4-uL0dA,28.596435978757984,-81.19980945241355
sRxpilbfe7tfmcqGbeV7Kg,28.59804648300477,-81.20494014098877
8ogKfcfkNlVwLT-ijMryVQ,28.600247354208005,-81.19455573816956
IUzaCSx9S09arsqq0p9fXw,28.60358744417483,-81.19990286911052
EDU-_rEImwWfBScAFrRXLQ,28.60007755339579,-81.19461855276488
X44trjLOqD4ouWJEvAJ89g,28.60450074612931,-81.2051984279263
iLHYk9GzAZXYKXTtV46i3A,28.603244320588118,-81.20291467743759
M3NTJhKuD7Rs2MbX53yUtA,28.602065502931918,-81.20262409600743
gBDvKL9aRSdItKSLyZpJjQ,28.604375552766463,-81.19930444534967
k_M-WeKZi7r4oC2WJe-zOA,28.602549515077705,-81.20410759695861
0vPYxNmOca4eNIaHnwZ1rA,28.59978597187431,-81.20318978709295
BXZP6a-Yl7vianAdUNJnUA,28.602582272844327,-81.20187535613803
OtEJv_jYvg9UifPdxLGmaA,28.60540976268945,-81.19867456929086
AZEzSFWNV8CVcwDxQdPUdw,28.6012699069875,-81.20208690426166
qjXQ6kQFv8zZhXPA51y1Hw,28.597958029725202,-81.19781706860026
T-eSCP-R7qZhLWiNt-RbvA,28.599621940057418,-81.2010061193525
GDfqIFevOFQuf5PYtrSFfg,28.60275280844168,-81.20268724038657
_zLBbRkOVY-GUAJLWtCwfg,28.603390223029884,-81.19850883813572
7XqxuEfBsggTeiTCW0XE5A,28.598994983686175,-81.20083635722884
Sk6mNHllyeOdgNetm0hWmA,28.600534469014615,-81.203657269475
pxeJFYXfc0GT1z92yJRuzA,28.60496744037603,-81.20464645626001
6yGcvqvqd3cCy7bqTGzcCw,28.5998625079201,-81.20049565470762
syKR6ToWjCKzSMq1OaHy8A,28.60347283042392,-81.19700866497035
2dWSZyXMatIgTY-XxgUKTQ,28.605592906570838,-81.20058377337102
-GhIBW90j2KCByNYKwFqpg,28.599442012592565,-81.20344690275212
xAqkX0Ld4iQPZNYDQSEvEA,28.59872031009776,-81.1978242999656
2FD_rlLvSc3T6RbWiCuSuw,28.600606367807327,-81.19713235614893
ux1MWu-Nq-K0wTbYMua4tw,28.60018816932235,-81.19802206913782
H6UHMm8ypOqoUS3XYaC6Rg,28.60186073635539,-81.20571399029302
5GME2MDU2tHQKY5cEoqj4g,28.598385150962017,-81.20654122026076
ZDchf1IyEwJSzviEicJQxg,28.60328335512161,-81.19634454675705
2kE6fTxABIfMbpMXB-Ps8w,28.6021879309573,-81.19865682741347
AIfQxbz832o_LRnInB0cNg,28.603314708837488,-81.20486867472441
dUs2Kg7sc9BSbLihb4PlJA,28.604268501906564,-81.20509417158381
Q4W2MeBcfIGz50oeAVapMg,28.606309497292827,-81.19758120800023
moVS1ZCELv9Lv79iwiRNDA,28.59788593295031,-81.20053937772107
I_Ir4Q98HNyRNsnz9EOVgA,28.605916415975756,-81.20311302218039
EDom92jYE1iX2sVNSBup7w,28.603312987613034,-81.19593150911156
bTnPnA9ZSEka47acpqFWhg,28.604508260142733,-81.20350525393073
U_Yrf927uDQf_nJnDEsG7A,28.59776112502664,-81.20437639648881
qfJwkHixJg9sWo_kimOM7g,28.602279607575,-81.20395793650948
XCntu97WegxAq_3HgslwKw,28.605758345070686,-81.20463384452329
PPLUcmzot0M2kk27aoZXPg,28.603489121297606,-81.19724402279464
WuCaPB-oJD7wOvXAVFMEYg,28.60231192541386,-81.19859443651377
Bbw5peI7TGlBd44iQKnUtA,28.59810754590196,-81.20190966127838
3kd1lo4fIO_IFOVYLwdGMw,28.602232832435675,-81.20304323583026
d6Y4hThSWMgvWSIOkf577g,28.60336939990146,-81.19695821303935
rhLVmVsSVJAob9YzSNsI2g,28.601293149865555,-81.20012964166801
7Vp2PGuM2gqrzYrcPmZhaQ,28.6037380801475,-81.2039859348065
6l8Rf3yqURuYWd3Dk33PJA,28.60219433026917,-81.19668585613151
Xvfop7E-w2AyJ1RY4CJlAQ,28.601251656904324,-81.20232090137438
G_gKTiX5WFa07ybo2h3LNg,28.600881623795296,-81.20095524961202
a2R0AjRwiTZ3Y1FAoo_VdA,28.597174766065166,-81.19871434135197
xloH7-UGkoxXMCHhuWlUuA,28.601710108657628,-81.2017752993919
qoB1g5YJnjlsDt4Itq4D2w,28.604470401531394,-81.20307392501607
78NAhabNv0byYU-aAS5sAQ,28.60163988506378,-81.19874141661235
Qt7ci6nPKDeocesVAmWCHA,28.598642911747973,-81.19835033794256
96udkfZ_re9bTXYzS3LoGQ,28.598541861471368,-81.19772037004533
yrkAa2XtPmhr1TH4AWBNiA,28.60320709976435,-81.20324805438543
JWq5MnhuD5d-gRY1F_nEQg,28.605368445710806,-81.20405134820574
HhN9M23TQAEwwUBPa510kA,28.601519535633656,-81.20381886974316
Enc_F45mVJwfAlwADUPAfA,28.597681117810275,-81.1991695744416
3mhbpb97sCXZf0ATinkFkg,28.59925718329348,-81.200157473182
q_5aFt7O-9SKG6kPvuHxFw,28.59932959693177,-81.20269615290465
yHR5bUMuuPtcPccJb8XfSg,28.597289661092784,-81.20298395942325
_Rw54ZHJbUVJWcL9jlCsJA,28.60301989125972,-81.19923297388772
h76XbpruHBiGIhx_7NfAWA,28.60129274326417,-81.20091068601027
ssrqF8Co_Yut5gJRyu_cwQ,28.600717098788838,-81.19992641245474
3nxo4q6h-DbWt6K-g4L2Tw,28.598716726762056,-81.19777738016448
33NmRfTBN4TKK3p6GbJ3Sw,28.605168284031123,-81.19954526164935
aNPburvySshnp9BmB7xh-A,28.597390980516884,-81.20170517551131
qRsy2CTf8SWdwX2ly6Q5eQ,28.601593591758796,-81.20598169125142
w_a-0HcMAMvZ4Snkw73Q8Q,28.606594955909472,-81.20382366225377
G6N6IM0CrhiKqw2HoxwJcQ,28.59934422248425,-81.19502192720672
Dx1i9wx9hiIxSC5f7GDrcQ,28.597284630645227,-81.20090253002756
CY1Xa8LSopolnp_pMuoFlA,28.60534916457497,-81.20522684616307
2nHaq322Yd8EDQDjEhG9Tg,28.598968752385627,-81.19588273823456
gN5ic-9XUHooyfKNua83_w,28.60215533531383,-81.19760096818499
i5f_u9aRNTjG73Y0C0Ev1A,28.59953864039097,-81.19479867144284
gNIAxhVyQ9dBUP_5dGUsow,28.603797605374247,-81.1966865288265
pI_Kb6axUkzxmyclOFkANA,28.59678590721445,-81.20190318702512
STPJZ4TIKM09yR1dFB8a8A,28.602402536205624,-81.20513932132354
omXlZ136BqQJr2hNeSp0LQ,28.60179266272056,-81.1975946617436
iWplwRIzTW1BpBDyyXnNbQ,28.598915135941876,-81.20292300136875
WY29ssRGHLiD1UfD1h5DNg,28.602232676020492,-81.20354729365755
p4p-FEu7hUAmaKtITea0PQ,28.604295173326197,-81.2045455623087
PyYmZuPT0fqMJ2KQxe7kpQ,28.598332629347752,-81.1968991842384
IUBkIpxQMvpgh-4M7MvApw,28.60074919394993,-81.20206504319455
NQWoETuQ3NZjZPg9yGn6Yg,28.604722327069354,-81.19600559033327
E7x8YI70qjtLlycyq7Nk6w,28.602672804056574,-81.20566530964874
WSOx6Vrd-e0j0ht-qtJIMg,28.602258848381513,-81.20639837469652
Q8oFKN7EwE5Q9eY-G8hVjA,28.597825261385683,-81.2027891457208
_6TUleJSC43t1sHSE2C0iw,28.601440717115022,-81.20549135386673
FnRjW320j3W45lLj0cLIXA,28.60067657719255,-81.20573257132534
vydJWI7B16b4_YnnJRLnDQ,28.603463489561047,-81.19857753546627
wq4LPluqsq-7x7cdNeAXfA,28.599385079997532,-81.1980784063522
-v13ufuMh91aoihWHrgkzA,28.601178324378147,-81.19979683988957
0F-BNk4btFqVzAduQk_dSg,28.602574952312793,-81.1989707991842
7iC2nWpLTfXZkZ2OQVV6gg,28.604108136350483,-81.20574215610952
D55TorDW8zVDk_oF4iSFjg,28.601324859668598,-81.19623775588289
ychzUJtObACIyO4qzYu4qQ,28.59914847105457,-81.19953449892566
oImF4PO4Y6vXI3O2wdJF5A,28.603062366028965,-81.19930755645888
_nhx0OZyH1zXdRgsPhoMng,28.599632508482806,-81.2005033903195
-41WHTXBfAb5fvzmpXh0Rw,28.59728895264327,-81.20037163256413
BHagbWhee8GOL5qrPJl2qQ,28.599034595748503,-81.20060765283888
Jyizp6Ri8pnDFT2wkEFAfg,28.60002133208146,-81.20477728188791
6e8V6CXsPL8z-LeuwCPpig,28.600110513765834,-81.19736350929085
V9ql7xNe7Vhi9xTxrKJn8w,28.596510791813273,-81.20246114795775
exTOS8DDWtv7fJy5H6Fn_A,28.596356254299817,-81.20020624136976
-O7DB_4KG4pQ6-ckeR5-cQ,28.605538138110802,-81.20134227921136
hQBUDqez89kptPOUT-7oJg,28.603032887061122,-81.20419630006589
